COMMENT,ORIGINATOR,NORAD_CAT_ID,OBJECT_NAME,OBJECT_TYPE,CLASSIFICATION_TYPE,INTLDES,EPOCH,EPOCH_MICROSECONDS,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,FILE,TLE_LINE0,TLE_LINE1,TLE_LINE2,OBJECT_ID,OBJECT_NUMBER,SEMIMAJOR_AXIS,PERIOD,APOGEE,PERIGEE,DECAYED
GENERATED VIA SPACETRACK.ORG API,18 SPCS,52365,STARLINK-3874,PAYLOAD,U,22045AL,2022-08-24 14:00:01,224,15.07872202,0.0001837,53.2171,234.0927,49.8071,285.8416,0,999,2069,0.080933,0.01367042,0,3546322,0 STARLINK-3874,1 52365U 22045AL  22236.58334491  .01367042  00000-0  80933-1 0  9993,2 52365  53.2171 234.0927 0001837  49.8071 285.8416 15.07872202 20692,2022-045AL,52365,6920.84,95.499,543.977,541.434,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,52365,STARLINK-3874,PAYLOAD,U,22045AL,2022-08-24 14:00:01,224,15.07872202,0.0001837,53.2171,234.0927,49.8071,285.8416,0,999,130,0.080933,0.01367042,0,3546350,0 STARLINK-3874,1 52365U 22045AL  22236.58334491  .01367042  00000-0  80933-1 0  9993,2 52365  53.2171 234.0927 0001837  49.8071 285.8416 15.07872202  1309,2022-045AL,52365,6920.84,95.499,543.977,541.434,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,52365,STARLINK-3874,PAYLOAD,U,22045AL,2022-08-24 22:00:00,999936,15.08935749,0.0001903,53.2173,232.5966,40.8371,305.7368,0,999,2074,-0.0093867,-0.00147033,0,3546621,0 STARLINK-3874,1 52365U 22045AL  22236.91667824 -.00147033  00000-0 -93867-2 0  9997,2 52365  53.2173 232.5966 0001903  40.8371 305.7368 15.08935749 20749,2022-045AL,52365,6917.588,95.431,540.769,538.136,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,52365,STARLINK-3874,PAYLOAD,U,22045AL,2022-08-24 22:00:00,999936,15.08935749,0.0001903,53.2173,232.5966,40.8371,305.7368,0,999,130,-0.0093867,-0.00147033,0,3546663,0 STARLINK-3874,1 52365U 22045AL  22236.91667824 -.00147033  00000-0 -93867-2 0  9997,2 52365  53.2173 232.5966 0001903  40.8371 305.7368 15.08935749  1300,2022-045AL,52365,6917.588,95.431,540.769,538.136,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,52365,STARLINK-3874,PAYLOAD,U,22045AL,2022-08-25 14:00:01,224,15.08852749,0.0002199,53.2125,229.6109,46.514,323.1737,0,999,2085,-0.0018542,-0.00029688,0,3547196,0 STARLINK-3874,1 52365U 22045AL  22237.58334491 -.00029688  00000-0 -18542-2 0  9994,2 52365  53.2125 229.6109 0002199  46.5140 323.1737 15.08852749 20851,2022-045AL,52365,6917.841,95.437,541.228,538.185,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,52365,STARLINK-3874,PAYLOAD,U,22045AL,2022-08-25 14:00:01,224,15.08852749,0.0002199,53.2125,229.6109,46.514,323.1737,0,999,130,-0.0018542,-0.00029688,0,3547226,0 STARLINK-3874,1 52365U 22045AL  22237.58334491 -.00029688  00000-0 -18542-2 0  9994,2 52365  53.2125 229.6109 0002199  46.5140 323.1737 15.08852749  1300,2022-045AL,52365,6917.841,95.437,541.228,538.185,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,52365,STARLINK-3874,PAYLOAD,U,22045AL,2022-08-25 22:00:00,999936,15.08823536,0.000211,53.2128,228.113,52.4561,328.8366,0,999,130,0.0024895,0.00039538,0,3547674,0 STARLINK-3874,1 52365U 22045AL  22237.91667824  .00039538  00000-0  24895-2 0  9991,2 52365  53.2128 228.1130 0002110  52.4561 328.8366 15.08823536  1309,2022-045AL,52365,6917.931,95.439,541.255,538.336,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,52365,STARLINK-3874,PAYLOAD,U,22045AL,2022-08-26 06:00:00,999648,15.08849937,0.0002313,53.213,226.6182,49.0959,343.7931,0,999,2095,-0.0010227,-0.00016533,0,3548045,0 STARLINK-3874,1 52365U 22045AL  22238.25001157 -.00016533  00000-0 -10227-2 0  9996,2 52365  53.2130 226.6182 0002313  49.0959 343.7931 15.08849937 20959,2022-045AL,52365,6917.85,95.437,541.315,538.115,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,52365,STARLINK-3874,PAYLOAD,U,22045AL,2022-08-26 14:00:01,999872,15.08863238,0.0002295,53.2131,225.1211,48.1178,356.4292,0,999,130,-0.0018973,-0.00030377,0,3548418,0 STARLINK-3874,1 52365U 22045AL  22238.58335648 -.00030377  00000-0 -18973-2 0  9995,2 52365  53.2131 225.1211 0002295  48.1178 356.4292 15.08863238  1308,2022-045AL,52365,6917.809,95.436,541.262,538.087,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,52365,STARLINK-3874,PAYLOAD,U,22045AL,2022-08-26 22:00:00,999936,15.08836323,0.0002207,53.2135,223.6233,53.7726,2.3246,0,999,2105,0.0021699,0.00034412,0,3548604,0 STARLINK-3874,1 52365U 22045AL  22238.91667824  .00034412  00000-0  21699-2 0  9997,2 52365  53.2135 223.6233 0002207  53.7726   2.3246 15.08836323 21058,2022-045AL,52365,6917.892,95.438,541.283,538.23,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,52365,STARLINK-3874,PAYLOAD,U,22045AL,2022-08-26 22:00:00,999936,15.08836323,0.0002207,53.2135,223.6233,53.7726,2.3246,0,999,130,0.0021699,0.00034412,0,3548620,0 STARLINK-3874,1 52365U 22045AL  22238.91667824  .00034412  00000-0  21699-2 0  9997,2 52365  53.2135 223.6233 0002207  53.7726   2.3246 15.08836323  1304,2022-045AL,52365,6917.892,95.438,541.283,538.23,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,52365,STARLINK-3874,PAYLOAD,U,22045AL,2022-08-27 14:00:01,224,15.08872292,0.0002344,53.2137,220.6314,49.9976,29.3142,0,999,130,-0.0019892,-0.00031836,0,3548622,0 STARLINK-3874,1 52365U 22045AL  22239.58334491 -.00031836  00000-0 -19892-2 0  9993,2 52365  53.2137 220.6314 0002344  49.9976  29.3142 15.08872292  1308,2022-045AL,52365,6917.782,95.436,541.268,538.025,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,52365,STARLINK-3874,PAYLOAD,U,22045AL,2022-08-27 22:00:00,999936,15.08872627,0.0002255,53.2161,219.1302,51.9384,38.9912,0,999,130,-0.0025946,-0.00041383,0,3548882,0 STARLINK-3874,1 52365U 22045AL  22239.91667824 -.00041383  00000-0 -25946-2 0  9994,2 52365  53.2161 219.1302 0002255  51.9384  38.9912 15.08872627  1305,2022-045AL,52365,6917.781,95.435,541.206,538.086,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,52365,STARLINK-3874,PAYLOAD,U,22045AL,2022-08-28 14:00:01,224,15.08853544,0.0002256,53.214,216.1419,50.2444,63.85,0,999,2130,-0.0019545,-0.00031272,0,3549621,0 STARLINK-3874,1 52365U 22045AL  22240.58334491 -.00031272  00000-0 -19545-2 0  9994,2 52365  53.2140 216.1419 0002256  50.2444  63.8500 15.08853544 21307,2022-045AL,52365,6917.839,95.437,541.265,538.143,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,52365,STARLINK-3874,PAYLOAD,U,22045AL,2022-08-28 14:00:01,224,15.08853544,0.0002256,53.214,216.1419,50.2444,63.85,0,999,130,-0.0019545,-0.00031272,0,3549654,0 STARLINK-3874,1 52365U 22045AL  22240.58334491 -.00031272  00000-0 -19545-2 0  9994,2 52365  53.2140 216.1419 0002256  50.2444  63.8500 15.08853544  1305,2022-045AL,52365,6917.839,95.437,541.265,538.143,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,52365,STARLINK-3874,PAYLOAD,U,22045AL,2022-08-28 22:00:00,999936,15.08836628,0.0002172,53.2144,214.6444,55.8938,69.7983,0,999,130,0.0014675,0.00023143,0,3550014,0 STARLINK-3874,1 52365U 22045AL  22240.91667824  .00023143  00000-0  14675-2 0  9995,2 52365  53.2144 214.6444 0002172  55.8938  69.7983 15.08836628  1300,2022-045AL,52365,6917.891,95.438,541.258,538.253,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,52365,STARLINK-3874,PAYLOAD,U,22045AL,2022-08-29 06:00:02,160,15.08840321,0.0002334,53.2143,213.1498,51.4408,85.9142,0,999,2140,-3.7037e-05,-8.78e-06,0,3550370,0 STARLINK-3874,1 52365U 22045AL  22241.25002315 -.00000878  00000-0 -37037-4 0  9992,2 52365  53.2143 213.1498 0002334  51.4408  85.9142 15.08840321 21401,2022-045AL,52365,6917.879,95.438,541.359,538.13,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,52365,STARLINK-3874,PAYLOAD,U,22045AL,2022-08-29 14:00:01,224,15.08861621,0.0002261,53.2141,211.6525,52.7388,96.1462,0,999,130,-0.0019893,-0.00031829,0,3550737,0 STARLINK-3874,1 52365U 22045AL  22241.58334491 -.00031829  00000-0 -19893-2 0  9999,2 52365  53.2141 211.6525 0002261  52.7388  96.1462 15.08861621  1305,2022-045AL,52365,6917.814,95.436,541.243,538.115,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,52365,STARLINK-3874,PAYLOAD,U,22045AL,2022-08-29 22:00:00,999936,15.08850563,0.0002205,53.2144,210.1553,58.1922,102.3005,0,999,130,0.0010238,0.00016048,0,3551093,0 STARLINK-3874,1 52365U 22045AL  22241.91667824  .00016048  00000-0  10238-2 0  9993,2 52365  53.2144 210.1553 0002205  58.1922 102.3005 15.08850563  1301,2022-045AL,52365,6917.848,95.437,541.238,538.188,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,52365,STARLINK-3874,PAYLOAD,U,22045AL,2022-08-30 06:00:00,999648,15.08849422,0.0002357,53.2142,208.6607,53.0945,119.0132,0,999,2155,0.00023663,3.481e-05,0,3551530,0 STARLINK-3874,1 52365U 22045AL  22242.25001157  .00003481  00000-0  23663-3 0  9996,2 52365  53.2142 208.6607 0002357  53.0945 119.0132 15.08849422 21555,2022-045AL,52365,6917.852,95.437,541.347,538.086,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,52365,STARLINK-3874,PAYLOAD,U,22045AL,2022-08-30 14:00:01,224,15.08865721,0.0002224,53.2139,207.1632,53.8433,129.8687,0,999,130,-0.0040529,-0.00064263,0,3551880,0 STARLINK-3874,1 52365U 22045AL  22242.58334491 -.00064263  00000-0 -40529-2 0  9998,2 52365  53.2139 207.1632 0002224  53.8433 129.8687 15.08865721  1301,2022-045AL,52365,6917.802,95.436,541.205,538.128,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,52365,STARLINK-3874,PAYLOAD,U,22045AL,2022-08-30 22:00:00,999936,15.08835707,0.0002175,53.2141,205.6663,58.3267,136.9839,0,999,130,0.00055116,8.494e-05,0,3552179,0 STARLINK-3874,1 52365U 22045AL  22242.91667824  .00008494  00000-0  55116-3 0  9995,2 52365  53.2141 205.6663 0002175  58.3267 136.9839 15.08835707  1300,2022-045AL,52365,6917.894,95.438,541.263,538.254,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,52365,STARLINK-3874,PAYLOAD,U,22045AL,2022-08-31 14:00:01,224,15.08858057,0.0002231,53.2138,202.6739,54.7137,163.7805,0,999,130,-0.0021487,-0.0003434,0,3552511,0 STARLINK-3874,1 52365U 22045AL  22243.58334491 -.00034340  00000-0 -21487-2 0  9994,2 52365  53.2138 202.6739 0002231  54.7137 163.7805 15.08858057  1300,2022-045AL,52365,6917.825,95.436,541.234,538.147,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,52365,STARLINK-3874,PAYLOAD,U,22045AL,2022-08-31 22:00:00,999936,15.08846632,0.000219,53.2139,201.1771,58.5869,171.5093,0,999,130,-0.0015156,-0.00024333,0,3552761,0 STARLINK-3874,1 52365U 22045AL  22243.91667824 -.00024333  00000-0 -15156-2 0  9997,2 52365  53.2139 201.1771 0002190  58.5869 171.5093 15.08846632  1301,2022-045AL,52365,6917.86,95.437,541.24,538.21,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,52365,STARLINK-3874,PAYLOAD,U,22045AL,2022-09-01 06:00:00,999648,15.08809808,0.0002347,53.2139,199.6824,52.5226,189.169,0,999,2185,0.0017641,0.00027877,0,3553085,0 STARLINK-3874,1 52365U 22045AL  22244.25001157  .00027877  00000-0  17641-2 0  9991,2 52365  53.2139 199.6824 0002347  52.5226 189.1690 15.08809808 21850,2022-045AL,52365,6917.973,95.439,541.461,538.214,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,52365,STARLINK-3874,PAYLOAD,U,22045AL,2022-09-01 14:00:01,999872,15.08842564,0.0002231,53.215,198.1831,53.8432,199.484,0,999,130,-0.0012981,-0.0002089,0,3553574,0 STARLINK-3874,1 52365U 22045AL  22244.58335648 -.00020890  00000-0 -12981-2 0  9994,2 52365  53.2150 198.1831 0002231  53.8432 199.4840 15.08842564  1305,2022-045AL,52365,6917.873,95.437,541.281,538.194,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,52365,STARLINK-3874,PAYLOAD,U,22045AL,2022-09-01 22:00:00,999936,15.08830494,0.0002227,53.216,196.6845,56.0778,208.7772,0,999,130,-0.00049374,-8.136e-05,0,3554009,0 STARLINK-3874,1 52365U 22045AL  22244.91667824 -.00008136  00000-0 -49374-3 0  9991,2 52365  53.2160 196.6845 0002227  56.0778 208.7772 15.08830494  1304,2022-045AL,52365,6917.909,95.438,541.315,538.234,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,52365,STARLINK-3874,PAYLOAD,U,22045AL,2022-09-02 06:00:00,999648,15.08824956,0.0002438,53.2139,195.1931,53.5545,222.8973,0,999,2200,0.0021602,0.00034246,0,3554656,0 STARLINK-3874,1 52365U 22045AL  22245.25001157  .00034246  00000-0  21602-2 0  9992,2 52365  53.2139 195.1931 0002438  53.5545 222.8973 15.08824956 22004,2022-045AL,52365,6917.926,95.439,541.478,538.105,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,52365,STARLINK-3874,PAYLOAD,U,22045AL,2022-09-02 14:00:01,224,15.08858806,0.0002273,53.214,193.6952,54.8625,233.1814,0,999,130,-0.0037706,-0.00059833,0,3555279,0 STARLINK-3874,1 52365U 22045AL  22245.58334491 -.00059833  00000-0 -37706-2 0  9991,2 52365  53.2140 193.6952 0002273  54.8625 233.1814 15.08858806  1302,2022-045AL,52365,6917.823,95.436,541.26,538.115,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,52365,STARLINK-3874,PAYLOAD,U,22045AL,2022-09-02 22:00:01,999584,15.08835246,0.0002258,53.2141,192.1985,58.1234,241.571,0,999,130,-0.00018792,-3.278e-05,0,3555599,0 STARLINK-3874,1 52365U 22045AL  22245.91668981 -.00003278  00000-0 -18792-3 0  9999,2 52365  53.2141 192.1985 0002258  58.1234 241.5710 15.08835246  1300,2022-045AL,52365,6917.895,95.438,541.322,538.198,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,52365,STARLINK-3874,PAYLOAD,U,22045AL,2022-09-03 00:00:00,999648,15.08844976,0.0002305,53.2141,191.8251,56.2648,336.2618,0,999,2212,-0.0015512,-0.00024895,0,3555571,0 STARLINK-3874,1 52365U 22045AL  22246.00001157 -.00024895  00000-0 -15512-2 0  9990,2 52365  53.2141 191.8251 0002305  56.2648 336.2618 15.08844976 22125,2022-045AL,52365,6917.865,95.437,541.325,538.136,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,52365,STARLINK-3874,PAYLOAD,U,22045AL,2022-09-03 14:00:01,224,15.08844846,0.0002304,53.2142,189.2059,56.3893,266.421,0,999,2220,-0.00032477,-5.454e-05,0,3556465,0 STARLINK-3874,1 52365U 22045AL  22246.58334491 -.00005454  00000-0 -32477-3 0  9993,2 52365  53.2142 189.2059 0002304  56.3893 266.4210 15.08844846 22202,2022-045AL,52365,6917.866,95.437,541.324,538.137,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,52365,STARLINK-3874,PAYLOAD,U,22045AL,2022-09-03 14:00:01,224,15.08844846,0.0002304,53.2142,189.2059,56.3893,266.421,0,999,130,-0.00032477,-5.454e-05,0,3556494,0 STARLINK-3874,1 52365U 22045AL  22246.58334491 -.00005454  00000-0 -32477-3 0  9993,2 52365  53.2142 189.2059 0002304  56.3893 266.4210 15.08844846  1300,2022-045AL,52365,6917.866,95.437,541.324,538.137,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,52365,STARLINK-3874,PAYLOAD,U,22045AL,2022-09-03 22:00:00,999936,15.08861908,0.0002307,53.2143,187.7094,59.5458,274.8581,0,999,130,-0.00031776,-5.345e-05,0,3556957,0 STARLINK-3874,1 52365U 22045AL  22246.91667824 -.00005345  00000-0 -31776-3 0  9999,2 52365  53.2143 187.7094 0002307  59.5458 274.8581 15.08861908  1300,2022-045AL,52365,6917.813,95.436,541.274,538.082,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,52365,STARLINK-3874,PAYLOAD,U,22045AL,2022-09-04 06:00:00,999648,15.08852245,0.0002418,53.2142,186.2144,54.6326,291.3998,0,999,2230,0.0013594,0.00021421,0,3557391,0 STARLINK-3874,1 52365U 22045AL  22247.25001157  .00021421  00000-0  13594-2 0  9996,2 52365  53.2142 186.2144 0002418  54.6326 291.3998 15.08852245 22305,2022-045AL,52365,6917.843,95.437,541.381,538.035,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,52365,STARLINK-3874,PAYLOAD,U,22045AL,2022-09-04 14:00:01,999872,15.08850161,0.0002193,53.2142,184.7163,57.7279,299.9941,0,999,130,-0.00064214,-0.00010497,0,3557975,0 STARLINK-3874,1 52365U 22045AL  22247.58335648 -.00010497  00000-0 -64214-3 0  9996,2 52365  53.2142 184.7163 0002193  57.7279 299.9941 15.08850161  1304,2022-045AL,52365,6917.849,95.437,541.231,538.197,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,52365,STARLINK-3874,PAYLOAD,U,22045AL,2022-09-04 20:00:01,224,15.08862761,0.0002112,53.2143,183.5937,60.3082,216.0606,0,999,2239,-0.00084469,-0.00013715,0,3558293,0 STARLINK-3874,1 52365U 22045AL  22247.83334491 -.00013715  00000-0 -84469-3 0  9999,2 52365  53.2143 183.5937 0002112  60.3082 216.0606 15.08862761 22393,2022-045AL,52365,6917.811,95.436,541.137,538.215,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,52365,STARLINK-3874,PAYLOAD,U,22045AL,2022-09-04 20:00:01,224,15.08862761,0.0002112,53.2143,183.5937,60.3082,216.0606,0,999,130,-0.00084469,-0.00013715,0,3558394,0 STARLINK-3874,1 52365U 22045AL  22247.83334491 -.00013715  00000-0 -84469-3 0  9999,2 52365  53.2143 183.5937 0002112  60.3082 216.0606 15.08862761  1301,2022-045AL,52365,6917.811,95.436,541.137,538.215,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,52365,STARLINK-3874,PAYLOAD,U,22045AL,2022-09-05 14:00:01,224,15.08838978,0.0001925,53.2142,180.2269,56.0371,336.4657,0,999,130,-0.00081473,-0.00013231,0,3559490,0 STARLINK-3874,1 52365U 22045AL  22248.58334491 -.00013231  00000-0 -81473-3 0  9997,2 52365  53.2142 180.2269 0001925  56.0371 336.4657 15.08838978  1302,2022-045AL,52365,6917.884,95.438,541.08,538.417,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,52365,STARLINK-3874,PAYLOAD,U,22045AL,2022-09-05 22:00:00,999936,15.08845389,0.0001848,53.2143,178.7309,55.4571,348.6268,0,999,2256,-0.0042917,-0.00067958,0,3559695,0 STARLINK-3874,1 52365U 22045AL  22248.91667824 -.00067958  00000-0 -42917-2 0  9997,2 52365  53.2143 178.7309 0001848  55.4571 348.6268 15.08845389 22567,2022-045AL,52365,6917.864,95.437,541.007,538.45,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,52365,STARLINK-3874,PAYLOAD,U,22045AL,2022-09-06 12:00:00,999648,15.08814572,0.0001839,53.2139,176.1123,52.0194,282.2898,0,999,2264,-0.0011209,-0.00018071,0,3560458,0 STARLINK-3874,1 52365U 22045AL  22249.50001157 -.00018071  00000-0 -11209-2 0  9996,2 52365  53.2139 176.1123 0001839  52.0194 282.2898 15.08814572 22643,2022-045AL,52365,6917.958,95.439,541.095,538.551,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,52365,STARLINK-3874,PAYLOAD,U,22045AL,2022-09-06 14:00:01,224,15.08794137,0.0001769,53.214,175.7378,54.2895,12.9154,0,999,130,0.0017027,0.0002688,0,3560801,0 STARLINK-3874,1 52365U 22045AL  22249.58334491  .00026880  00000-0  17027-2 0  9993,2 52365  53.2140 175.7378 0001769  54.2895  12.9154 15.08794137  1303,2022-045AL,52365,6918.021,95.44,541.109,538.662,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,52365,STARLINK-3874,PAYLOAD,U,22045AL,2022-09-06 22:00:00,999936,15.08833251,0.0001837,53.2141,174.2421,55.7143,23.0374,0,999,130,-0.0011771,-0.0001897,0,3561419,0 STARLINK-3874,1 52365U 22045AL  22249.91667824 -.00018970  00000-0 -11771-2 0  9992,2 52365  53.2141 174.2421 0001837  55.7143  23.0374 15.08833251  1303,2022-045AL,52365,6917.901,95.438,541.037,538.495,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,52365,STARLINK-3874,PAYLOAD,U,22045AL,2022-09-07 04:00:00,999936,15.08807648,0.0001979,53.2141,173.121,51.8128,305.627,0,999,2274,0.0021667,0.00034333,0,3561663,0 STARLINK-3874,1 52365U 22045AL  22250.16667824  .00034333  00000-0  21667-2 0  9995,2 52365  53.2141 173.1210 0001979  51.8128 305.6270 15.08807648 22740,2022-045AL,52365,6917.979,95.44,541.213,538.475,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,52365,STARLINK-3874,PAYLOAD,U,22045AL,2022-09-07 14:00:01,224,15.08818749,0.0001811,53.214,171.2488,56.138,45.7763,0,999,130,0.0020972,0.00033227,0,3562217,0 STARLINK-3874,1 52365U 22045AL  22250.58334491  .00033227  00000-0  20972-2 0  9991,2 52365  53.2140 171.2488 0001811  56.1380  45.7763 15.08818749  1300,2022-045AL,52365,6917.945,95.439,541.063,538.558,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,52365,STARLINK-3874,PAYLOAD,U,22045AL,2022-09-07 22:00:00,999936,15.08865526,0.0001891,53.2141,169.7531,56.6274,56.8651,0,999,2286,-0.0022749,-0.00036337,0,3562878,0 STARLINK-3874,1 52365U 22045AL  22250.91667824 -.00036337  00000-0 -22749-2 0  9998,2 52365  53.2141 169.7531 0001891  56.6274  56.8651 15.08865526 22865,2022-045AL,52365,6917.802,95.436,540.976,538.359,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,52365,STARLINK-3874,PAYLOAD,U,22045AL,2022-09-07 22:00:00,999936,15.08865526,0.0001891,53.2141,169.7531,56.6274,56.8651,0,999,130,-0.0022749,-0.00036337,0,3563022,0 STARLINK-3874,1 52365U 22045AL  22250.91667824 -.00036337  00000-0 -22749-2 0  9998,2 52365  53.2141 169.7531 0001891  56.6274  56.8651 15.08865526  1301,2022-045AL,52365,6917.802,95.436,540.976,538.359,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,52365,STARLINK-3874,PAYLOAD,U,22045AL,2022-09-08 14:00:01,224,15.0881744,0.0001788,53.2142,166.7596,54.855,81.8456,0,999,130,0.0024415,0.00038759,0,3563723,0 STARLINK-3874,1 52365U 22045AL  22251.58334491  .00038759  00000-0  24415-2 0  9993,2 52365  53.2142 166.7596 0001788  54.8550  81.8456 15.08817440  1305,2022-045AL,52365,6917.949,95.439,541.051,538.577,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,52365,STARLINK-3874,PAYLOAD,U,22045AL,2022-09-08 22:00:00,999936,15.08868349,0.0001891,53.2144,165.264,55.1096,93.1736,0,999,2301,-0.0022898,-0.00036575,0,3564354,0 STARLINK-3874,1 52365U 22045AL  22251.91667824 -.00036575  00000-0 -22898-2 0  9998,2 52365  53.2144 165.2640 0001891  55.1096  93.1736 15.08868349 23018,2022-045AL,52365,6917.794,95.436,540.967,538.351,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,52365,STARLINK-3874,PAYLOAD,U,22045AL,2022-09-08 22:00:00,999936,15.08868349,0.0001891,53.2144,165.264,55.1096,93.1736,0,999,130,-0.0022898,-0.00036575,0,3564431,0 STARLINK-3874,1 52365U 22045AL  22251.91667824 -.00036575  00000-0 -22898-2 0  9998,2 52365  53.2144 165.2640 0001891  55.1096  93.1736 15.08868349  1306,2022-045AL,52365,6917.794,95.436,540.967,538.351,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,52365,STARLINK-3874,PAYLOAD,U,22045AL,2022-09-09 14:00:01,224,15.08820059,0.000177,53.2145,162.2703,52.9677,118.5323,0,999,130,0.0028993,0.00046132,0,3564914,0 STARLINK-3874,1 52365U 22045AL  22252.58334491  .00046132  00000-0  28993-2 0  9993,2 52365  53.2145 162.2703 0001770  52.9677 118.5323 15.08820059  1300,2022-045AL,52365,6917.941,95.439,541.031,538.582,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,52365,STARLINK-3874,PAYLOAD,U,22045AL,2022-09-09 22:00:00,999936,15.08871973,0.0001852,53.2148,160.7749,52.8795,130.2088,0,999,130,-0.003874,-0.00061472,0,3565505,0 STARLINK-3874,1 52365U 22045AL  22252.91667824 -.00061472  00000-0 -38740-2 0  9996,2 52365  53.2148 160.7749 0001852  52.8795 130.2088 15.08871973  1307,2022-045AL,52365,6917.783,95.436,540.929,538.366,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,52365,STARLINK-3874,PAYLOAD,U,22045AL,2022-09-10 06:00:02,160,15.08826622,0.0001912,53.2147,159.2792,46.4006,148.3503,0,999,2321,0.0010857,0.00017027,0,3566261,0 STARLINK-3874,1 52365U 22045AL  22253.25002315  .00017027  00000-0  10857-2 0  9996,2 52365  53.2147 159.2792 0001912  46.4006 148.3503 15.08826622 23215,2022-045AL,52365,6917.921,95.438,541.109,538.464,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,52365,STARLINK-3874,PAYLOAD,U,22045AL,2022-09-10 14:00:01,224,15.088084,0.0001697,53.2149,157.781,50.5351,155.762,0,999,130,0.0021163,0.00033524,0,3567066,0 STARLINK-3874,1 52365U 22045AL  22253.58334491  .00033524  00000-0  21163-2 0  9997,2 52365  53.2149 157.7810 0001697  50.5351 155.7620 15.08808400  1302,2022-045AL,52365,6917.977,95.44,541.016,538.668,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,52365,STARLINK-3874,PAYLOAD,U,22045AL,2022-09-10 22:00:00,999936,15.08841095,0.0001826,53.2151,156.2858,49.6967,168.1778,0,999,130,-0.00078709,-0.00012793,0,3567798,0 STARLINK-3874,1 52365U 22045AL  22253.91667824 -.00012793  00000-0 -78709-3 0  9999,2 52365  53.2151 156.2858 0001826  49.6967 168.1778 15.08841095  1306,2022-045AL,52365,6917.877,95.437,541.005,538.479,0
